,r_in,delta_r,m_disk,f_star,cos_position_angle,cos_inclination,xoffs_stellar,yoffs_stellar,pp1,pp2,pp3,rt1,rt2,lnprob
929,35.320681611579985,179.6877325386451,-7.114476165673556,1.727197908725667e-05,0.3810607609357895,0.6260756321996983,0.5861869694218789,0.8569933720625189,1.2646469596793337,1.5776438442449683,1.0059925167548096,72.71661525612674,95.87528846607756,-10733157.5
930,25.670299217474984,152.44372987157143,-7.368445865739452,2.1873774180691544e-05,0.4688178993067544,0.6835549901037465,0.49006497803344595,0.9147796046633978,0.690598222893203,1.1736535897814397,0.9292245843845092,62.79607483518149,88.80080836289123,-10733132.125
931,48.11169788705574,158.1825001774534,-8.760258718561987,1.4159710313800684e-05,0.35971652536319043,0.8747191751461734,-0.2267992289466413,2.035504937187357,-2.7545773264539704,-4.651619463949796,-2.8053042456304698,85.27554129539516,58.89442899794089,-inf
932,26.49973246366679,145.26004471199786,-7.303318229372529,2.063605749075359e-05,0.4014932904930446,0.6958008544889834,0.3341548873741761,0.8648372637287574,0.024071091289295188,1.4388653946320553,1.1194096810811254,58.882200554669716,88.8591839134659,-10733108.53125
933,20.09152381155326,155.09404822542345,-7.277561781712405,1.951853181533812e-05,0.5870736821953126,0.6641455935233722,0.3987168353271052,0.8056258920478493,1.6407189144139305,0.973212618438153,1.7810289235880192,66.37512508108622,85.94513030614179,-10733115.5625
934,38.91232610567966,173.55889488410745,-7.098781186992304,1.5412063624563816e-05,0.49403658989364524,0.5763760547602202,0.821566016475107,1.0582062654874644,2.625416166085347,2.3784050612009953,1.3268672675518736,66.34736895657808,87.55826405779227,-10733166.28125
935,21.058771997419278,164.20737305195166,-7.479176800348002,2.1847301065863913e-05,0.37801771512879706,0.7433192531412341,0.44104536047454196,0.7199864346427469,-0.07430486274367054,0.530084125915117,0.11898317454840979,64.28818181928744,88.62672362295255,-10733152.5625
936,20.831059911799002,160.10427059772599,-7.40518923508905,1.722063257619967e-05,0.43385692000365356,0.646205823074885,0.37887167897125534,0.839697108530193,0.622491319978722,1.4874511063287628,0.9873566313573281,63.45599266518623,77.66584268768074,-10733144.21875
937,44.93498839659969,182.6223007426633,-7.309719958137667,1.584950375593856e-05,0.4722172800221043,0.4951765882325876,1.1820817808004884,1.0541856441488808,3.699849220707529,3.2763727879168774,4.029449190448622,72.3531440380897,97.90610984721192,-10733264.1875
938,0.7157966780535565,173.19337790503502,-6.424386437486283,1.1232540959049096e-05,0.6137410717535632,0.5508228714973613,-1.7054925085674166,0.3538101432380369,-2.7074028657000144,-3.122681356261092,-4.797064033253594,134.21845127586417,34.96651317377002,-inf
939,25.339334455888242,181.19792513864473,-7.124217794957578,1.2974248269138791e-05,0.44314431950496047,0.6659135528210267,0.38125268347324565,0.5213291677796844,2.93668757568205,2.674151218809227,-0.5140137367646693,66.66292104043528,99.63397188874102,-10733077.5
940,20.836131508856326,155.2233516495562,-7.322579351414563,2.2314079640651387e-05,0.4367141016930425,0.7050617520510296,0.4568714013158956,0.8824464030309012,0.35703730326347793,1.1776036710976032,1.1231798331659542,55.751993519062395,90.00286996665183,-10733119.59375
941,21.962206944093396,174.88596588002986,-7.2903874586547746,2.0246146126317598e-05,0.40783458062942346,0.7200423360797137,0.6770496163193148,0.5965668086696163,0.6966417901821297,2.3114822425537955,0.1385443666126423,58.54713847964868,99.33079954130086,-10733128.09375
942,0.6263505418836033,204.8565025656469,-6.442015136527003,3.306510381521704e-05,0.689699107205489,0.3085238907967212,0.2868481154229243,0.010433210035214358,-4.5090481659617305,2.830707745793818,-2.0833834699583056,142.7381880596947,14.11465620325147,-inf
943,21.829329183889172,165.75352428397798,-7.176071835058013,1.9186724003657396e-05,0.47048352864537285,0.6403461674632114,0.49760529215767296,0.9322883483832822,0.8939434890881416,0.8561975679326451,0.35635135682472696,74.63930278386795,81.8087125680042,-10733092.625
944,34.75489206187492,163.64782737589994,-7.232876131540754,1.94347649070004e-05,0.4380773497976791,0.6622244426503847,0.4552273909788568,0.9474138818463945,0.7382968144635271,1.1362037147775421,1.285193723957338,70.31277468028786,89.84228229213582,-10733156.84375
945,22.22721371787959,164.22131243265176,-7.135334947805123,2.048241921727652e-05,0.4326573217613524,0.6923304182777085,0.544852866803272,0.6707836248002876,0.8449741705191325,1.8772566013016845,0.44664340437016886,62.53814233220406,90.90543404541388,-10733077.3125
946,6.028670895420245,201.73509697613025,-9.728996784547533,2.7186213785077826e-05,0.3359119818496865,0.7028613326943669,-0.01903956241919824,1.3277159475148368,-0.4787111887032118,-3.5850482910544685,-0.28749196358989704,113.4159994221478,60.09509793368697,-inf
947,28.80401866038737,171.30099092823255,-6.707851445269828,1.7140140625501148e-05,0.44632148562960794,0.5900315527966619,0.5644472336398416,0.928524149229006,1.0931137469412076,2.052053693560317,2.0269473159690565,69.50441771684186,86.89263752903116,-10733981.28125
948,1.0862099696751244,199.53847341973326,-2.9034517841476695,4.346000680343592e-06,0.4339671598341568,0.5778463835614513,-0.680426050978678,0.26404831538914386,-0.2462586179521687,-1.952750350516752,0.34299396663951803,122.74209795286815,26.037466471408983,-inf
949,29.32656810385261,154.10892532068587,-7.130622994447349,2.0238444637622895e-05,0.4659762788088416,0.6972724009514932,0.3670596240397151,0.842535408409466,0.7068755815505143,1.0508003151296497,1.0702000618070586,67.67603532668447,91.63442209401887,-10733105.84375
950,16.402933529197462,171.34868869196367,-7.220276963239917,1.6368201646308564e-05,0.48482790252314384,0.6116649928198109,0.41687185341805877,0.8436423135737635,0.6748291335901557,1.3120205557797169,1.8627155550149832,68.39477497813361,79.41271880042524,-10733129.34375
951,22.61494834076354,154.33564456191698,-7.337528520464969,1.6332981154993144e-05,0.529689869197543,0.6750327417713069,0.2850431325973927,0.7723551408317214,0.9318956797600881,2.3696283499690938,-0.116756979114087,68.21908448509325,74.86149570134222,-10733092.5625
952,33.31457175952402,134.57313322508688,-7.404657795878764,2.025571071183382e-05,0.41979145853085653,0.7903673200047501,0.2914527765749716,0.8364081302579294,-0.5893953972145605,0.6925863756454249,0.9456314679720115,65.92172285702446,94.6810067755485,-10733119.625
953,20.491149033395743,184.36588736093975,-7.194787323871169,1.218403930993488e-05,0.5471518940155549,0.6730218731520297,0.2790174308562207,0.67447260298508,4.001174671632185,2.417408676412907,-1.3955482733712175,71.66414217078774,100.05795260161581,-10733082.125
