,r_in,delta_r,m_disk,f_star,position_angle,inclination,xoffs_stellar,yoffs_stellar,r_in_gap,delta_r_gap,lnprob
287,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
296,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
297,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
308,17.6339634987,143.761302827,-6.70239469668,2.96282340969e-05,61.402464398,40.2654276636,-0.826618041113,0.69122076712,31.8771062155,55.3324722027,-10735427.5
311,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
320,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
321,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
332,17.6339634987,143.761302827,-6.70239469668,2.96282340969e-05,61.402464398,40.2654276636,-0.826618041113,0.69122076712,31.8771062155,55.3324722027,-10735427.5
335,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
344,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
345,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
356,17.6339634987,143.761302827,-6.70239469668,2.96282340969e-05,61.402464398,40.2654276636,-0.826618041113,0.69122076712,31.8771062155,55.3324722027,-10735427.5
359,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
368,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
369,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
380,17.6339634987,143.761302827,-6.70239469668,2.96282340969e-05,61.402464398,40.2654276636,-0.826618041113,0.69122076712,31.8771062155,55.3324722027,-10735427.5
383,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
392,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
393,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
404,17.6339634987,143.761302827,-6.70239469668,2.96282340969e-05,61.402464398,40.2654276636,-0.826618041113,0.69122076712,31.8771062155,55.3324722027,-10735427.5
407,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
416,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
417,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
431,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
440,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
441,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
455,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
464,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
465,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
479,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
488,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
489,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
503,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
512,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
513,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
527,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
536,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
537,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
551,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
560,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
561,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
575,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
584,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
585,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
599,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
608,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
609,-20.4598324267,124.200383135,-4.5814805429,2.51737426421e-05,33.3509436144,35.3411527311,-0.23764801251,-0.0977220651322,41.6659637377,42.0457662931,-inf
623,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
632,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
647,-8.69606583663,208.120473572,-9.66800809343,2.85498985903e-05,56.9417641383,39.8242623678,-0.20250011993,0.299720498352,25.5185539174,23.9295282641,-inf
656,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
680,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
704,-18.7696456172,117.708856626,-4.56810660558,2.99095829316e-05,81.9832398418,45.8974885534,-0.123851301008,0.862893901322,40.191065829,30.8710501433,-inf
