,r_in,delta_r,m_disk,f_star,cos_position_angle,cos_inclination,xoffs_stellar,yoffs_stellar,pp1,rt,pp2,lnprob
0,-13.299190546358076,132.75193861353796,-6.7019947869606025,2.093408704794816e-05,0.4581625426047764,0.642706530977439,-0.24303540876987434,1.3707206966734464,-0.8166226877658335,46.840444930615575,-0.6937692028557835,-inf
1,-28.869858514221974,129.38875748782104,-3.7941926354726694,1.4487074971998467e-05,0.5894671490776264,0.6088202192838047,1.178220936991565,0.8908559864315662,-1.5355503187722526,31.664338926638933,4.916869277924883,-inf
2,-61.40854911693789,117.12712810537928,-5.146381337470815,3.1184007869277975e-05,0.49334565749133635,0.6230298247984247,0.05531917233488068,1.1466008065378888,-3.5382378691848304,80.90978504368282,-2.063626225492789,-inf
3,-11.398144857407637,113.03572844915391,-5.069529174403472,1.8583086767927012e-05,0.4689419703196626,0.7716641391262121,-0.22424675423831908,0.5225089520937449,-1.2225780357918887,57.807425905422534,0.040197207131001264,-inf
4,-12.375979627345991,163.31913549852857,-6.8123105983334975,2.674798683701901e-05,0.4084486545414739,0.8553142664740546,0.5800099199721034,0.2671684503923625,1.0324241824760365,3.159620118283172,-3.276161607935844,-inf
5,-5.287905472369882,186.62063204824483,-8.312526788454502,1.2442054423887564e-05,0.34759669805434557,0.9355081873964006,0.6463376049781104,0.8452153484963878,0.5251529005551852,33.861127586510584,-1.1896781131931293,-inf
6,10.866378211732087,111.30712739983456,-5.546284757776888,1.635843098185578e-05,0.4952096775432556,0.7658254805671537,-0.028498041863401408,0.28815916690147625,-0.1561837841535611,62.46276353871341,1.72221512990927,-13582352.3125
7,23.996423604013508,197.46038898401392,-9.413843081392843,1.8616537098143074e-06,0.3870001810627032,0.5577367232033753,-0.4332069360406431,1.7871272835429206,-2.663539298957504,62.11257514509461,4.305127488569362,-10733414.4375
8,5.222393759139422,113.95817423375861,-3.598379112063192,1.9803169481357103e-05,0.4160062584056435,0.6072242534542812,0.5137708469057636,1.399654184592098,4.048305434529622,65.5091142433281,-0.776335199096397,-25338740480.0
9,54.391391048427266,96.41114501574486,-6.1295631583097165,1.4191983569148345e-05,0.3739914603797505,0.5443969244562346,0.8413636186936155,1.3826438326199608,-1.3957717428559109,142.5979714054868,-1.6094593862917694,-10771581.75
10,-13.076406005358045,105.61464868196296,-7.97754005509537,2.0024050645211295e-05,0.5493266741860354,0.522980016404674,0.317998980241598,0.21936182515532376,-0.6888136153828831,65.09245029851216,0.11133630843603803,-inf
11,18.668172303526248,149.79025634682435,-6.676004868075321,1.3298972834587037e-05,0.6472905935322126,0.47710859563497254,-0.6638507752511578,0.6509649373578896,-2.3192403156081016,47.910860980020544,0.6442033213080599,-10735449.8125
12,54.215125152893314,152.62317549160318,-5.786923092311433,1.8777130222451142e-06,0.3087569616400642,0.7051578372628782,-0.1814467524264627,0.5296695817607464,0.26524758296725137,39.440486901715346,-2.285109558676199,-inf
13,32.40885397630167,189.35534891314947,-6.1510546227325715,1.7438013615088472e-05,0.5444932389452356,0.7692350507691281,-0.17168893918690903,1.9403164691655843,-0.6239414351004503,69.64164179462908,0.04301231141331744,-10742977.5625
14,-16.95110635957109,88.04029355471215,-9.099260643496116,4.589936007687788e-06,0.6552311571232181,0.7240746691649305,-0.3976763500281166,1.2040005654077042,-2.634188544832904,88.13609777771114,-1.7738782081720719,-inf
15,-24.407806750208927,117.47765066256594,-8.125539180725884,2.5464750934730568e-05,0.41924013501180746,0.6338356986404203,0.46885518534665227,0.8589736768001944,-3.0412289454186845,39.98599952392552,-1.1217033988502298,-inf
16,-33.89485507631308,144.72508433354844,-0.4301883755195428,1.324977434807052e-05,0.41758120320725167,0.6823091173921573,-0.05889786148722581,1.3760103358439386,-1.3974633646186085,108.99084822917003,0.7053204193330193,-inf
17,-14.878073231864988,190.51442435600023,-6.176374159765803,2.159470284434358e-05,0.40501361756484905,0.7008845242058216,-0.0908574967131498,0.7933636600804868,4.798351051154065,112.28602785950301,0.2637078128178091,-inf
18,5.76839208507576,134.1134814202091,-4.26718833646106,7.54360491360085e-06,0.4282115341470839,0.7022400829545136,-0.29611476387933044,1.5530420156130096,-0.7506133117633087,75.42101721779736,0.9315662122099337,-437454478.0
19,22.032803042060344,140.40359914878417,-6.943793653747869,1.1476282686442232e-05,0.36819204660848975,0.7097902791249648,-0.45558567310927117,0.42904436145707864,0.5006545894640233,41.46503221525427,2.9063024068358727,-10741168.21875
20,-2.4572959691388387,145.39092856464129,-3.6738144806081605,3.078927291154139e-05,0.34043970294037285,0.8174806705210417,0.2652567435903238,0.3659584909179964,2.5720381835641217,34.65364389299532,-2.887197997150214,-inf
21,53.347096610541584,139.8127175407314,-8.648199423127744,2.9941968749521106e-05,0.44870425938891184,0.5947185808538578,0.7692630816689174,0.2610265551004556,0.8671436640595638,74.88467985704612,-2.101614134090954,-10733407.9375
22,-33.75189734558653,114.33470667140898,-4.068334922153264,5.3352654865330776e-06,0.25853936491940166,0.6734984765254325,-0.6887884577062939,1.2536423505601273,-0.47175473686284947,104.65501149875152,1.756565992165009,-inf
23,22.18927946129392,120.59608573018653,-4.292273786193071,1.5072129486293355e-05,0.4476507085256117,0.768254820936955,0.03747792104118183,0.6658385172873742,0.10244668874835083,77.12807479755104,3.01422588302472,-706896116.0
24,4.1819255170474765,108.09254627331394,-7.380120907226875,8.536221101204632e-06,0.45373901113943055,0.7079696009731157,0.11025489475250616,0.7118705803691217,-0.092077767667464,73.68146618486801,-2.6714732928631295,-10733155.78125
25,-49.852344050297404,133.15950091164868,-2.503498725490269,2.399546271397181e-05,0.6113778059645053,0.762277816807261,-0.40082740362616204,1.1264452344770683,2.3358618493721273,76.49284094427921,0.510498589180441,-inf
26,-13.299190546358076,132.75193861353796,-6.7019947869606025,2.093408704794816e-05,0.4581625426047764,0.642706530977439,-0.24303540876987434,1.3707206966734464,-0.8166226877658335,46.840444930615575,-0.6937692028557835,-inf
27,-28.869858514221974,129.38875748782104,-3.7941926354726694,1.4487074971998467e-05,0.5894671490776264,0.6088202192838047,1.178220936991565,0.8908559864315662,-1.5355503187722526,31.664338926638933,4.916869277924883,-inf
28,-61.40854911693789,117.12712810537928,-5.146381337470815,3.1184007869277975e-05,0.49334565749133635,0.6230298247984247,0.05531917233488068,1.1466008065378888,-3.5382378691848304,80.90978504368282,-2.063626225492789,-inf
29,-11.398144857407637,113.03572844915391,-5.069529174403472,1.8583086767927012e-05,0.4689419703196626,0.7716641391262121,-0.22424675423831908,0.5225089520937449,-1.2225780357918887,57.807425905422534,0.040197207131001264,-inf
30,4.34830994521981,152.1811051501159,-6.876217558186245,1.9325219082207076e-05,0.3888820463661986,0.7845827521521453,0.07666166888255815,0.3458477700730413,0.7739591055546793,21.777855185221757,-0.27119280539395874,-10733695.25
31,-5.287905472369882,186.62063204824483,-8.312526788454502,1.2442054423887564e-05,0.34759669805434557,0.9355081873964006,0.6463376049781104,0.8452153484963878,0.5251529005551852,33.861127586510584,-1.1896781131931293,-inf
32,10.866378211732087,111.30712739983456,-5.546284757776888,1.635843098185578e-05,0.4952096775432556,0.7658254805671537,-0.028498041863401408,0.28815916690147625,-0.1561837841535611,62.46276353871341,1.72221512990927,-13582352.3125
33,23.996423604013508,197.46038898401392,-9.413843081392843,1.8616537098143074e-06,0.3870001810627032,0.5577367232033753,-0.4332069360406431,1.7871272835429206,-2.663539298957504,62.11257514509461,4.305127488569362,-10733414.4375
34,4.742731544887476,111.25408391973978,-5.341785176577217,1.4609037465352005e-05,0.43340128786826315,0.6536684739614897,0.32774752849417677,1.0825817424150268,2.1395634909750205,69.27661840092144,-1.6500054348564945,-139187347.0
35,59.113210362412886,94.74659321834271,-6.293809202030503,1.3747925639657971e-05,0.3632388196536962,0.5345278018209302,0.8976298447195172,1.394248592251621,-1.5647996422477801,145.59226628056643,-1.7054849028750199,-10749108.4375
36,-13.076406005358045,105.61464868196296,-7.97754005509537,2.0024050645211295e-05,0.5493266741860354,0.522980016404674,0.317998980241598,0.21936182515532376,-0.6888136153828831,65.09245029851216,0.11133630843603803,-inf
37,7.700536076189174,130.7766447753711,-7.422156638356505,1.0617347844048641e-05,0.6497355956820291,0.5531526413493678,-0.5818922298106703,0.8212517544093335,-2.4162169456306604,60.2967312422568,-0.10035523177844952,-10733171.59375
38,54.215125152893314,152.62317549160318,-5.786923092311433,1.8777130222451142e-06,0.3087569616400642,0.7051578372628782,-0.1814467524264627,0.5296695817607464,0.26524758296725137,39.440486901715346,-2.285109558676199,-inf
39,37.6065920244117,170.94069318997313,-6.178840385386065,1.671977459844833e-05,0.5092138643773576,0.7235516131911393,0.036443353848240934,1.8340297742290772,-0.8070701512716326,84.42467737730249,-0.2973153252582641,-10742452.625
40,-16.95110635957109,88.04029355471215,-9.099260643496116,4.589936007687788e-06,0.6552311571232181,0.7240746691649305,-0.3976763500281166,1.2040005654077042,-2.634188544832904,88.13609777771114,-1.7738782081720719,-inf
41,-24.407806750208927,117.47765066256594,-8.125539180725884,2.5464750934730568e-05,0.41924013501180746,0.6338356986404203,0.46885518534665227,0.8589736768001944,-3.0412289454186845,39.98599952392552,-1.1217033988502298,-inf
42,-33.89485507631308,144.72508433354844,-0.4301883755195428,1.324977434807052e-05,0.41758120320725167,0.6823091173921573,-0.05889786148722581,1.3760103358439386,-1.3974633646186085,108.99084822917003,0.7053204193330193,-inf
43,-14.878073231864988,190.51442435600023,-6.176374159765803,2.159470284434358e-05,0.40501361756484905,0.7008845242058216,-0.0908574967131498,0.7933636600804868,4.798351051154065,112.28602785950301,0.2637078128178091,-inf
44,5.76839208507576,134.1134814202091,-4.26718833646106,7.54360491360085e-06,0.4282115341470839,0.7022400829545136,-0.29611476387933044,1.5530420156130096,-0.7506133117633087,75.42101721779736,0.9315662122099337,-437454478.0
45,22.032803042060344,140.40359914878417,-6.943793653747869,1.1476282686442232e-05,0.36819204660848975,0.7097902791249648,-0.45558567310927117,0.42904436145707864,0.5006545894640233,41.46503221525427,2.9063024068358727,-10741168.21875
46,-2.4572959691388387,145.39092856464129,-3.6738144806081605,3.078927291154139e-05,0.34043970294037285,0.8174806705210417,0.2652567435903238,0.3659584909179964,2.5720381835641217,34.65364389299532,-2.887197997150214,-inf
47,35.652643034668095,130.7027471541177,-8.469543516926963,2.729994996769285e-05,0.4755089080027566,0.5756082562209311,0.6490515393879079,0.24992755247741458,0.4526546238422452,72.27614305148627,-1.512109706758487,-10733390.9375
48,-33.75189734558653,114.33470667140898,-4.068334922153264,5.3352654865330776e-06,0.25853936491940166,0.6734984765254325,-0.6887884577062939,1.2536423505601273,-0.47175473686284947,104.65501149875152,1.756565992165009,-inf
49,14.028714839750961,135.04325979305332,-5.474184898746993,1.701751773760983e-05,0.42076957603774845,0.7757233129209595,0.05540079827527506,0.5194728633028369,0.4096004264742805,51.81055808098185,1.5114560088029265,-14620662.6875
50,4.1819255170474765,108.09254627331394,-7.380120907226875,8.536221101204632e-06,0.45373901113943055,0.7079696009731157,0.11025489475250616,0.7118705803691217,-0.092077767667464,73.68146618486801,-2.6714732928631295,-10733155.78125
51,-49.852344050297404,133.15950091164868,-2.503498725490269,2.399546271397181e-05,0.6113778059645053,0.762277816807261,-0.40082740362616204,1.1264452344770683,2.3358618493721273,76.49284094427921,0.510498589180441,-inf
52,3.378179365056056,145.2630513862767,-6.5306028736015715,1.9553425675246988e-05,0.474887592975711,0.6691923892337612,-0.15147467693971584,1.522506534735546,-0.8134931575501926,59.1535087063974,-0.563885962964195,-10738786.90625
53,-28.869858514221974,129.38875748782104,-3.7941926354726694,1.4487074971998467e-05,0.5894671490776264,0.6088202192838047,1.178220936991565,0.8908559864315662,-1.5355503187722526,31.664338926638933,4.916869277924883,-inf
54,-61.40854911693789,117.12712810537928,-5.146381337470815,3.1184007869277975e-05,0.49334565749133635,0.6230298247984247,0.05531917233488068,1.1466008065378888,-3.5382378691848304,80.90978504368282,-2.063626225492789,-inf
55,5.190611262063857,126.61592766787307,-5.999557136659583,1.5056622605105837e-05,0.4189488944868771,0.7409617379613517,-0.3390393385716367,0.4761309282177731,-0.367493524175577,49.69817383904886,1.462386021927063,-11069226.59375
56,4.34830994521981,152.1811051501159,-6.876217558186245,1.9325219082207076e-05,0.3888820463661986,0.7845827521521453,0.07666166888255815,0.3458477700730413,0.7739591055546793,21.777855185221757,-0.27119280539395874,-10733695.25
57,-5.287905472369882,186.62063204824483,-8.312526788454502,1.2442054423887564e-05,0.34759669805434557,0.9355081873964006,0.6463376049781104,0.8452153484963878,0.5251529005551852,33.861127586510584,-1.1896781131931293,-inf
