,r_in,delta_r,m_disk,f_star,cos_position_angle,cos_inclination,xoffs_stellar,yoffs_stellar,pp1,pp2,pp3,rt1,rt2,lnprob
0,22.378603521279544,151.5961788946639,-8.154011748503711,8.059017490421282e-06,0.5874515428474616,0.7889650903066381,0.39080590719111863,1.2541652059759179,-3.8780851309480244,-1.2298670818082607,-3.9562525206685932,57.45477040333219,43.72076146996926,-10733414.40625
1,-2.4761581591891737,99.03765931233536,-9.551425700822737,2.591262310740933e-05,0.5445413007660015,0.7423372889362421,0.07703872946908553,0.9881203604290196,-1.2336950535176803,0.4312478986919585,-0.09872508817035855,55.318861185549494,54.637971848423405,-inf
2,4.217485629844391,127.19428751889063,-7.5287304630727085,2.6618661540967935e-05,0.5444221191469757,0.6415699720242206,0.20042455019355845,1.2423432393317537,1.727131634077119,-0.13674585469016734,2.052886176510036,43.33751931089955,106.69189099689886,-110258209024.0
3,9.478496889765438,122.7733766276564,-4.5719585617501135,2.5388613059495986e-05,0.682262195529278,0.7443390956002985,0.38374554203175476,0.5690781986553264,-0.10465474811727571,2.068038228735685,0.3781034901052896,64.26984140111946,70.97869406394791,-10734600.0
4,-7.771921060773614,121.63663264775505,-9.273223862654737,1.8496542889321243e-05,0.5591975945477957,0.7184740835206226,0.42021271588768183,0.48624723047802976,-0.3506593458391399,0.39755555483803734,0.7315786968617424,57.21239802262049,35.25810048039316,-inf
5,21.560904689762893,146.23113757400634,-8.016685799172134,5.146877281258036e-06,0.5105987363806421,0.689932630489222,-0.5034991258426798,0.8382370264809196,0.1103659470043243,2.645403540807028,-3.1170018647555073,65.3346627422723,78.23672339184627,-10733417.34375
6,-4.575154358339159,135.49515473773516,-5.7746685358625385,2.722201195417334e-05,0.36496365261823605,0.6117764129014918,1.1225970281638546,0.5360433926399208,2.5608247325371,0.9108477611153832,2.222196515671227,49.95369210116776,90.01482268795996,-inf
7,-18.667878016168135,152.70764038738275,-9.984523043385321,1.8009160317092687e-05,0.562667924736891,0.596502162974168,-0.7691987405204574,0.7672017535863436,0.8019822374864526,-2.1673327722023186,-2.2729025334871635,57.70358323596388,69.40730694312114,-inf
8,-5.164391032600655,171.88395582340112,-7.378804352321012,1.2782663353103686e-05,0.5471508850537206,0.6057031736356107,-0.45708049706301374,0.41536044855134696,-3.337044391454669,-1.2532730572334814,1.9806290525263954,78.26263905770661,64.27804844077473,-inf
9,7.283824898039404,201.28532030039295,-4.179116133402685,1.4939695061249288e-05,0.3814268505074282,0.5481283660996277,-0.06103206979013093,0.6335354053515329,-1.698492291229334,3.3606633176399376,1.1019057096119358,78.72679717660367,80.01291176051124,-10733409.96875
10,-13.338619802497846,170.12589763264572,-4.564316623378185,2.0268549754124195e-05,0.37738787494248544,0.7566861586264574,-0.1574209337631413,0.03283916945838394,-0.19850106004484228,0.07589662369062374,-2.87137491682624,81.94347814669828,101.79127548222232,-inf
11,-9.190842478061139,138.95245347424319,-6.994842615255971,2.4041130595865396e-05,0.6505777137176758,0.5725952215683935,0.18659167961362602,0.7561405550001327,-0.28512807491799647,3.0712077312648947,1.880879083501075,101.20835821872308,51.48025250807911,-inf
12,1.7974807801264934,181.12120244104966,-6.4386215612870235,1.3434110775293615e-05,0.4269567899910403,0.7619828665506477,0.7182499795459591,0.9622671167859318,-0.44891865645716017,-0.0975356512224315,0.2138227471405941,74.92671048894101,66.87782090249958,-10733413.59375
13,45.461425107006114,183.61938612464428,-6.457943045278034,1.2715959035345283e-05,0.4156513140329695,0.5992313727541351,0.40346066877667547,1.0480470569900715,0.768069011108834,1.6846239797164375,1.7828112274897812,84.69342677430176,82.20577432626008,-480337392640.0
14,11.310312275963561,158.3321164678107,-10.902799942642677,1.0682228587551957e-05,0.3536833556498251,0.7473581148348464,-0.5710045228321987,0.5972955823923478,0.32609636330378416,-0.9452409505548348,1.1435168899407842,60.61748017833192,57.81939683834816,-inf
15,-28.00460942164861,163.6423891888253,-9.890368537334624,2.709783210096415e-05,0.30569831139625664,0.7723304717077828,-0.06768584893013718,1.321426750366085,-0.42405270861704714,-2.6663970901181844,-1.8858454604470027,85.06033890491017,40.06657576448361,-inf
16,20.585595706219436,145.82007286433398,-5.664218993903031,2.481966047319569e-05,0.42156243906195784,0.6956035166079174,0.7061547372959126,0.21926948428954168,1.3166153510629564,1.3302885949534142,1.3985123368026953,52.81875398207235,82.32858914515188,-216516101888.0
17,11.552421949275804,187.8093182520438,-3.8072723444318908,1.980720197353148e-06,0.40227936845882234,0.706838143009701,-0.5924832443533263,0.8804161819174006,-1.9141255927835465,-1.5185941078069012,-3.2043575335119794,95.2401230494522,25.02392230483438,-10733419.96875
18,-1.1788133594485704,164.73492661610948,-5.375325739176615,2.289876755257241e-05,0.5147026379178847,0.7707860962034144,0.3490665524979384,0.9210899599556966,-1.137769764519235,-0.30171401379850454,0.5230645605928368,49.40361952025047,80.05418598601368,-inf
